passage_name,complexity_rank,ling_n_tokens,ling_n_sentences,ling_mean_word_len,ling_type_token_ratio,ling_mean_sentence_len,ling_mean_tree_depth,ling_mean_dependency_distance,ling_lexical_density,ling_mean_zipf,ling_std_zipf,ling_min_zipf
syllables,0,90.0,1.0,3.077777777777778,0.9888888888888889,90.0,17.0,9.685393258426966,0.3595505617977528,3.5016666666666665,1.3323281627787253,0.0
meaningful,1,100.0,6.0,5.08,0.87,16.666666666666668,4.166666666666667,3.240740740740741,0.6237623762376238,4.8503,1.7390724280489298,0.0
pseudo,2,102.0,14.0,4.852941176470588,0.9215686274509803,7.285714285714286,2.857142857142857,2.514018691588785,0.6534653465346535,1.256470588235294,2.197410975269075,0.0
